Infinitive	First Conjugation	Second Conjugation
opić	opiję	opije
opiec	opiekę	opiecze
opieczętować	opieczętuję	opieczętuje
opieczętowywać	opieczętowuję	opieczętowuje
opiekać	opiekam	opieka
opiekielnić	opiekielnię	opiekielni
opiekować	opiekuję	opiekuje
opielać	opielam	opiela
opielić	opielę	opieli
opieprzać	opieprzam	opieprza
opieprzyć	opieprzę	opieprzy
opierać	opieram	opiera
opierdalać	opierdalam	opierdala
opierdolić	opierdolę	opierdoli
opierdzielać	opierdzielam	opierdziela
opierdzielić	opierdzielę	opierdzieli
opierniczać	opierniczam	opiernicza
opierniczyć	opierniczę	opierniczy
opierścieniać	opierścieniam	opierścienia
opierścienić	opierścienię	opierścieni
opierzać	opierzam	opierza
opierzchać	opierzcham	opierzcha
opierzchnąć	opierzchnę	opierzchnie
opierzyć	opierzę	opierzy
opieszczać	opieszczam	opieszcza
opieśniać	opieśniam	opieśnia
opieśnić	opieśnię	opieśni
opiewać	opiewam	opiewa
opiętnować	opiętnuję	opiętnuje
opijać	opijam	opija
opiłować	opiłuję	opiłuje
opiłowywać	opiłowuję	opiłowuje
opinać	opinam	opina
opiniować	opiniuję	opiniuje
opisać	opiszę	opisze
opisywać	opisuję	opisuje
opitalać	opitalam	opitala
opitolić	opitolę	opitoli
opiumować	opiumuję	opiumuje
oplakatować	oplakatuję	oplakatuje
oplakatowywać	oplakatowuję	oplakatowuje
oplamić	oplamię	oplami
oplatać	oplatam	oplata
oplatywać	oplatuję	oplatuje
oplażać	oplażam	oplaża
oplażyć	oplażę	oplaży
oplątać	oplątam	opląta
oplątywać	oplątuję	oplątuje
opleć	opielę	opiele
opleść	oplotę	oplecie
opleśnieć	opleśnieję	opleśnieje
oplewiać	oplewiam	oplewia
oplewić	oplewię	oplewi
oplombować	oplombuję	oplombuje
oplombowywać	oplombowuję	oplombowuje
oplotkować	oplotkuję	oplotkuje
oplotkowywać	oplotkowuję	oplotkowuje
opluć	opluję	opluje
opluskać	opluskam	opluszcze
opluskiwać	opluskuję	opluskuje
opluskwiać	opluskwiam	opluskwia
opluskwić	opluskwię	opluskwi
opluwać	opluwam	opluwa
oplwać	oplwam	oplwa
opłacać	opłacam	opłaca
opłacić	opłacę	opłaci
opłakać	opłaczę	opłacze
opłakiwać	opłakuję	opłakuje
opłocić	opłocę	opłoci
opłomieniać	opłomieniam	opłomienia
opłomienić	opłomienię	opłomieni
opłonąć	opłonę	opłonie
opłotować	opłotuję	opłotuje
opłotowywać	opłotowuję	opłotowuje
opłowieć	opłowieję	opłowieje
opłukać	opłuczę	opłucze
opłukiwać	opłukuję	opłukuje
opłuknąć	opłuknę	opłuknie
opłużać	opłużam	opłuża
opłużyć	opłużę	opłuży
opłynąć	opłynę	opłynie
opływać	opływam	opływa
opodatkować	opodatkuję	opodatkuje
opodatkowywać	opodatkowuję	opodatkowuje
opoić	opoję	opoi
opolerować	opoleruję	opoleruje
opolerowywać	opolerowuję	opolerowuje
opolować	opoluję	opoluje
opolowywać	opolowuję	opolowuje
oponować	oponuję	oponuje
opopielać	opopielam	opopiela
opopielić	opopielę	opopieli
opornieć	opornieję	opornieje
oporować	oporuję	oporuje
oporządzać	oporządzam	oporządza
oporządzić	oporządzę	oporządzi
opowiadać	opowiadam	opowiada
opowić	opowiję	opowije
opowiedzieć	opowiem	opowie
opowijać	opowijam	opowija
opóźniać	opóźniam	opóźnia
opóźnić	opóźnię	opóźni
opracować	opracuję	opracuje
opracowywać	opracowuję	opracowuje
oprać	opiorę	opierze
oprawiać	oprawiam	oprawia
oprawić	oprawię	oprawi
oprocentować	oprocentuję	oprocentuje
oprocentowywać	oprocentowuję	oprocentowuje
oprofilować	oprofiluję	oprofiluje
oprofilowywać	oprofilowuję	oprofilowuje
oprogramować	oprogramuję	oprogramuje
oprogramowywać	oprogramowuję	oprogramowuje
opromieniać	opromieniam	opromienia
opromienić	opromienię	opromieni
opromienieć	opromienieję	opromienieje
oprosić	oproszę	oprosi
oprotestować	oprotestuję	oprotestuje
oprotestowywać	oprotestowuję	oprotestowuje
oprowadzać	oprowadzam	oprowadza
oprowadzić	oprowadzę	oprowadzi
oprószać	oprószam	oprósza
oprószyć	oprószę	oprószy
opróżniać	opróżniam	opróżnia
opróżnić	opróżnię	opróżni
opruć	opruję	opruje
oprymować	oprymuję	oprymuje
opryskać	opryskam	opryska
opryskiwać	opryskuję	opryskuje
opryszczać	opryszczam	opryszcza
opryszczyć	opryszczę	opryszczy
oprząść	oprzędę	oprzędzie
oprzątać	oprzątam	oprząta
oprzątnąć	oprzątnę	oprzątnie
oprzeć	oprzeję	oprzeje
oprzędać	oprzędam	oprzęda
oprzędywać	oprzęduję	oprzęduje
oprzędzać	oprzędzam	oprzędza
oprzyrządować	oprzyrząduję	oprzyrząduje
oprzyrządowywać	oprzyrządowuję	oprzyrządowuje
oprzysięgać	oprzysięgam	oprzysięga
oprzytamniać	oprzytamniam	oprzytamnia
oprzytomniać	oprzytomniam	oprzytomnia
oprzytomnić	oprzytomnię	oprzytomni
oprzytomnieć	oprzytomnieję	oprzytomnieje
opsnąć	opsnę	opsnie
opstrzyć	opstrzę	opstrzy
optować	optuję	optuje
optymalizować	optymalizuję	optymalizuje
optymizować	optymizuję	optymizuje
opublikować	opublikuję	opublikuje
opuchnąć	opuchnę	opuchnie
opucować	opucuję	opucuje
opukać	opukam	opuka
opukiwać	opukuję	opukuje
opustoszeć	opustoszeję	opustoszeje
opustoszyć	opustoszę	opustoszy
opuszać	opuszam	opusza
opuszczać	opuszczam	opuszcza
opuszyć	opuszę	opuszy
opuścić	opuszczę	opuści
opuścieć	opuścieję	opuścieje
opychać	opycham	opycha
opylać	opylam	opyla
opylić	opylę	opyli
opytać	opytam	opyta
opytywać	opytuję	opytuje
orać	oram	orze
oramiać	oramiam	oramia
oramić	oramię	orami
orbitować	orbituję	orbituje
orderować	orderuję	orderuje
ordynarnieć	ordynarnieję	ordynarnieje
ordynować	ordynuję	ordynuje
ordzawić	ordzawię	ordzawi
ordzewieć	ordzewieję	ordzewieje
orędować	oręduję	oręduje
organistować	organistuję	organistuje
organizować	organizuję	organizuje
orientalizować	orientalizuję	orientalizuje
orientować	orientuję	orientuje
orkiestrować	orkiestruję	orkiestruje
ornamentować	ornamentuję	ornamentuje
oropieć	oropieję	oropieje
orosić	oroszę	orosi
orosieć	orosieję	orosieje
oróżowić	oróżowię	oróżowi
orurować	oruruję	oruruje
oryglować	orygluję	orygluje
oryglowywać	oryglowuję	oryglowuje
orzeknąć	orzekę	orzeknie
orzekać	orzekam	orzeka
orzeźwiać	orzeźwiam	orzeźwia
orzeźwić	orzeźwię	orzeźwi
orzeźwieć	orzeźwieję	orzeźwieje
orzęsić	orzęszę	orzęsi
orznąć	orznę	orznie
orzucać	orzucam	orzuca
orzucić	orzucę	orzuci
orzynać	orzynam	orzyna
orżnąć	orżnę	orżnie
osaczać	osaczam	osacza
osaczyć	osaczę	osaczy
osadawiać	osadawiam	osadawia
osadnikować	osadnikuję	osadnikuje
osadowić	osadowię	osadowi
osadzać	osadzam	osadza
osadzić	osadzę	osadzi
osamotniać	osamotniam	osamotnia
osamotnić	osamotnię	osamotni
osamotnieć	osamotnieję	osamotnieje
osączać	osączam	osącza
osączyć	osączę	osączy
osądzać	osądzam	osądza
osądzić	osądzę	osądzi
oschnąć	oschnę	oschnie
oscylować	oscyluję	oscyluje
osednić	osednię	osedni
osednieć	osednieję	osednieje
osełkować	osełkuję	osełkuje
osędzieć	osędzieję	osędzieje
osępić	osępię	osępi
osępieć	osępieję	osępieje
osiać	osieję	osieje
osiadać	osiadam	osiada
osiatkować	osiatkuję	osiatkuje
osiągać	osiągam	osiąga
osiągnąć	osiągnę	osiągnie
osiąkać	osiąkam	osiąka
osiąknąć	osiąknę	osiąknie
osiąść	osiądę	osiądzie
osić	oszę	osi
osidlać	osidlam	osidla
osidlić	osidlę	osidli
osidłać	osidłam	osidła
osiec	osiekę	osiecze
osiedlać	osiedlam	osiedla
osiedlić	osiedlę	osiedli
osiedzieć	osiedzę	osiedzi
osiekać	osiekam	osieka
osieracać	osieracam	osieraca
osierocać	osierocam	osieroca
osierocić	osierocę	osieroci
osierocieć	osierocieję	osierocieje
osieść	osiędę	osiędzie
osiewać	osiewam	osiewa
osięgać	osięgam	osięga
osięgnąć	osięgnę	osięgnie
osikać	osikam	osika
osikiwać	osikuję	osikuje
osinieć	osinieję	osinieje
osiodłać	osiodłam	osiodła
osiować	osiuję	osiuje
osiwić	osiwię	osiwi
osiwieć	osiwieję	osiwieje
oskakiwać	oskakuję	oskakuje
oskalpować	oskalpuję	oskalpuje
oskardować	oskarduję	oskarduje
oskarpować	oskarpuję	oskarpuje
oskarpowywać	oskarpowuję	oskarpowuje
oskarżać	oskarżam	oskarża
oskarżyć	oskarżę	oskarży
oskładkować	oskładkuję	oskładkuje
oskoczyć	oskoczę	oskoczy
oskorupić	oskorupię	oskorupi
oskórować	oskóruję	oskóruje
oskrobać	oskrobię	oskrobie
oskrobywać	oskrobuję	oskrobuje
oskrzydlać	oskrzydlam	oskrzydla
oskrzydlić	oskrzydlę	oskrzydli
oskubać	oskubię	oskubie
oskubnąć	oskubnę	oskubnie
oskubywać	oskubuję	oskubuje
oskwarzać	oskwarzam	oskwarza
oskwarzyć	oskwarzę	oskwarzy
osłabiać	osłabiam	osłabia
osłabić	osłabię	osłabi
osłabieć	osłabieję	osłabieje
osłabnąć	osłabnę	osłabnie
osładzać	osładzam	osładza
osłaniać	osłaniam	osłania
osławiać	osławiam	osławia
osławić	osławię	osławi
osłodzić	osłodzę	osłodzi
osłoneczniać	osłoneczniam	osłonecznia
osłonecznić	osłonecznię	osłoneczni
osłonić	osłonię	osłoni
osłuchać	osłucham	osłucha
osłuchiwać	osłuchuję	osłuchuje
osłupiać	osłupiam	osłupia
osłupić	osłupię	osłupi
osłupieć	osłupieję	osłupieje
osłyszeć	osłyszę	osłyszy
osmagać	osmagam	osmaga
osmalać	osmalam	osmala
osmalić	osmalę	osmali
osmarować	osmaruję	osmaruje
osmarowywać	osmarowuję	osmarowuje
osmażać	osmażam	osmaża
osmażyć	osmażę	osmaży
osmolić	osmolę	osmoli
osmołować	osmołuję	osmołuje
osmucać	osmucam	osmuca
osmucić	osmucę	osmuci
osmutniać	osmutniam	osmutnia
osmutnić	osmutnię	osmutni
osmutnieć	osmutnieję	osmutnieje
osmużać	osmużam	osmuża
osmużyć	osmużę	osmuży
osmyczać	osmyczam	osmycza
osmyczkować	osmyczkuję	osmyczkuje
osmyczyć	osmyczę	osmyczy
osmykać	osmykam	osmyka
osmykiwać	osmykuję	osmykuje
osmyknąć	osmyknę	osmyknie
osnować	osnowam	osnowa
osnowywać	osnowuję	osnowuje
osnuć	osnuję	osnuje
osnuwać	osnuwam	osnuwa
osoczać	osoczam	osocza
osoczyć	osoczę	osoczy
osolić	osolę	osoli
osowieć	osowieję	osowieje
osrać	osram	osra
osrebrzać	osrebrzam	osrebrza
osrebrzyć	osrebrzę	osrebrzy
osromocić	osromocę	osromoci
osrożyć	osrożę	osroży
osrywać	osrywam	osrywa
ostać	ostoję	ostoi
ostalić	ostalę	ostali
ostanawiać	ostanawiam	ostanawia
ostanowić	ostanowię	ostanowi
ostawać	ostaję	ostaje
ostawiać	ostawiam	ostawia
ostawić	ostawię	ostawi
ostąpić	ostąpię	ostąpi
ostebnować	ostebnuję	ostebnuje
ostemplować	ostempluję	ostempluje
ostemplowywać	ostemplowuję	ostemplowuje
ostębnować	ostębnuję	ostębnuje
ostępować	ostępuję	ostępuje
ostraszyć	ostraszę	ostraszy
ostrugać	ostrugam	ostruże
ostrugiwać	ostruguję	ostruguje
ostrunić	ostrunię	ostruni
ostrzec	ostrzegę	ostrzeże
ostrzegać	ostrzegam	ostrzega
ostrzelać	ostrzelam	ostrzela
ostrzeliwać	ostrzeliwuję	ostrzeliwuje
ostrzyc	ostrzygę	ostrzyże
ostrzyć	ostrzę	ostrzy
ostrzygać	ostrzygam	ostrzyga
ostudzać	ostudzam	ostudza
ostudzić	ostudzę	ostudzi
ostukać	ostukam	ostuka
ostukiwać	ostukuję	ostukuje
ostygać	ostygam	ostyga
ostygnąć	ostygnę	ostygnie
osuć	osuję	osuje
osunąć	osunę	osunie
osuszać	osuszam	osusza
osuszyć	osuszę	osuszy
osuwać	osuwam	osuwa
oswabadzać	oswabadzam	oswabadza
oswajać	oswajam	oswaja
oswobadzać	oswobadzam	oswobadza
oswobodzić	oswobodzę	oswobodzi
oswoić	oswoję	oswoi
osychać	osycham	osycha
osykać	osykam	osyka
osykiwać	osykuję	osykuje
osypać	osypię	osypie
osypywać	osypuję	osypuje
oszachrować	oszachruję	oszachruje
oszachrowywać	oszachrowuję	oszachrowuje
oszacować	oszacuję	oszacuje
oszacowywać	oszacowuję	oszacowuje
oszadzieć	oszadzieję	oszadzieje
oszaleć	oszaleję	oszaleje
oszalić	oszalę	oszali
oszalować	oszaluję	oszaluje
oszałamiać	oszałamiam	oszałamia
oszańcować	oszańcuję	oszańcuje
oszańcowywać	oszańcowuję	oszańcowuje
oszarpać	oszarpię	oszarpie
oszarpywać	oszarpuję	oszarpuje
oszastać	oszastam	oszasta
oszczać	oszczę	oszcza
oszczekać	oszczekam	oszczeka
oszczekiwać	oszczekuję	oszczekuje
oszczeknąć	oszczeknę	oszczeknie
oszczenić	oszczenię	oszczeni
oszczerbić	oszczerbię	oszczerbi
oszczędzać	oszczędzam	oszczędza
oszczędzić	oszczędzę	oszczędzi
oszczypać	oszczypię	oszczypie
oszczypywać	oszczypuję	oszczypuje
oszczywać	oszczywam	oszczywa
oszedzieć	oszedzieję	oszedzieje
oszelmować	oszelmuję	oszelmuje
oszelmowywać	oszelmowuję	oszelmowuje
oszkalować	oszkaluję	oszkaluje
oszkapiać	oszkapiam	oszkapia
oszkapić	oszkapię	oszkapi
oszkarpować	oszkarpuję	oszkarpuje
oszklić	oszklę	oszkli
oszlifować	oszlifuję	oszlifuje
oszlufować	oszlufuję	oszlufuje
osznurować	osznuruję	osznuruje
osznurowywać	osznurowuję	osznurowuje
oszołamiać	oszołamiam	oszołamia
oszołomić	oszołomię	oszołomi
oszparować	oszparuję	oszparuje
oszpecać	oszpecam	oszpeca
oszpecić	oszpecę	oszpeci
oszpetnieć	oszpetnieję	oszpetnieje
oszraniać	oszraniam	oszrania
oszronić	oszronię	oszroni
oszronieć	oszronieję	oszronieje
osztorcować	osztorcuję	osztorcuje
osztorcowywać	osztorcowuję	osztorcowuje
oszukać	oszukam	oszuka
oszukiwać	oszukuję	oszukuje
oszustować	oszustuję	oszustuje
oszwabiać	oszwabiam	oszwabia
oszwabić	oszwabię	oszwabi
oszyć	oszyję	oszyje
oszydzić	oszydzę	oszydzi
oszywać	oszywam	oszywa
oślepiać	oślepiam	oślepia
oślepić	oślepię	oślepi
oślepnąć	oślepnę	oślepnie
ośliniać	ośliniam	oślinia
oślinić	oślinię	oślini
oślizgać	oślizgam	oślizga
oślizgiwać	oślizguję	oślizguje
oślizgnąć	oślizgnę	oślizgnie
ośliznąć	ośliznę	ośliźnie
ośmiać	ośmieję	ośmieje
ośmielać	ośmielam	ośmiela
ośmielić	ośmielę	ośmieli
ośmieszać	ośmieszam	ośmiesza
ośmieszyć	ośmieszę	ośmieszy
ośmiewać	ośmiewam	ośmiewa
ośniedzieć	ośniedzieję	ośniedzieje
ośnieżać	ośnieżam	ośnieża
ośnieżyć	ośnieżę	ośnieży
ośpiewać	ośpiewam	ośpiewa
ośpiewywać	ośpiewuję	ośpiewuje
oświadczać	oświadczam	oświadcza
oświadczyć	oświadczę	oświadczy
oświadomić	oświadomię	oświadomi
oświecać	oświecam	oświeca
oświecić	oświecę	oświeci
oświetlać	oświetlam	oświetla
oświetlić	oświetlę	oświetli
oświeżać	oświeżam	oświeża
oświeżyć	oświeżę	oświeży
oświęcać	oświęcam	oświęca
oświęcić	oświęcę	oświęci
oświnić	oświnię	oświni
oświstać	oświszczę	ośwista
oświstywać	oświstuję	oświstuje
oświtnąć	oświtnę	oświtnie
otaborować	otaboruję	otaboruje
otaborowywać	otaborowuję	otaborowuje
otaborzać	otaborzam	otaborza
otaborzyć	otaborzę	otaborzy
otaczać	otaczam	otacza
otagować	otaguję	otaguje
otagowywać	otagowuję	otagowuje
otakelować	otakeluję	otakeluje
otakielować	otakieluję	otakieluje
otaklować	otakluję	otakluje
otaksować	otaksuję	otaksuje
otaksowywać	otaksowuję	otaksowuje
otamować	otamuję	otamuje
otamowywać	otamowuję	otamowuje
otańczyć	otańczę	otańczy
otargać	otargam	otarga
otargiwać	otarguję	otarguje
otarnić	otarnię	otarni
otchnąć	otchnę	otchnie
otęchnąć	otęchnę	otęchnie
otęczować	otęczuję	otęczuje
otęczowywać	otęczowuję	otęczowuje
otępiać	otępiam	otępia
otępić	otępię	otępi
otępieć	otępieję	otępieje
otężeć	otężeję	otężeje
otłuc	otłukę	otłucze
otłukać	otłukam	otłuka
otłukiwać	otłukuję	otłukuje
otłuszczać	otłuszczam	otłuszcza
otłuścić	otłuszczę	otłuści
otłuścieć	otłuścieję	otłuścieje
otoczkować	otoczkuję	otoczkuje
otoczyć	otoczę	otoczy
otopnieć	otopnieję	otopnieje
otorbiać	otorbiam	otorbia
otorbić	otorbię	otorbi
otrawić	otrawię	otrawi
otrąbiać	otrąbiam	otrąbia
otrąbić	otrąbię	otrąbi
otrąbywać	otrąbuję	otrąbuje
otrącać	otrącam	otrąca
otrącić	otrącę	otrąci
otrębywać	otrębuję	otrębuje
otrętwiać	otrętwiam	otrętwia
otrętwić	otrętwię	otrętwi
otrętwieć	otrętwieję	otrętwieje
otroczyć	otroczę	otroczy
otropić	otropię	otropi
otruć	otruję	otruje
otrupić	otrupię	otrupi
otrupieć	otrupieję	otrupieje
otruwać	otruwam	otruwa
otrzaskać	otrzaskam	otrzaska
otrzaskiwać	otrzaskuję	otrzaskuje
otrząchać	otrzącham	otrzącha
otrząchnąć	otrząchnę	otrząchnie
otrząsać	otrząsam	otrząsa
otrząsnąć	otrząsnę	otrząśnie
otrząść	otrzęsę	otrzęsie
otrzebiać	otrzebiam	otrzebia
otrzebić	otrzebię	otrzebi
otrzeć	otrę	otrze
otrzepać	otrzepię	otrzepie
otrzepywać	otrzepuję	otrzepuje
otrzewiczkować	otrzewiczkuję	otrzewiczkuje
otrzeźwiać	otrzeźwiam	otrzeźwia
otrzeźwić	otrzeźwię	otrzeźwi
otrzeźwieć	otrzeźwieję	otrzeźwieje
otrzęsać	otrzęsam	otrzęsa
otrzęsnąć	otrzęsnę	otrzęśnie
otrzymać	otrzymam	otrzyma
otrzymywać	otrzymuję	otrzymuje
otulać	otulam	otula
otulić	otulę	otuli
otumaniać	otumaniam	otumania
otumanić	otumanię	otumani
otumanieć	otumanieję	otumanieje
otupać	otupię	otupie
otupywać	otupuję	otupuje
otwardnieć	otwardnieję	otwardnieje
otwierać	otwieram	otwiera
otworzyć	otworzę	otworzy
otyczkować	otyczkuję	otyczkuje
otyczkowywać	otyczkowuję	otyczkowuje
otyć	otyję	otyje
otynkować	otynkuję	otynkuje
owantować	owantuję	owantuje
owariować	owariuję	owariuje
owarować	owaruję	owaruje
owarowywać	owarowuję	owarowuje
owartościować	owartościuję	owartościuje
owarzać	owarzam	owarza
owarzyć	owarzę	owarzy
owczarzyć	owczarzę	owczarzy
owdowić	owdowię	owdowi
owdowieć	owdowieję	owdowieje
owędzać	owędzam	owędza
owędzić	owędzę	owędzi
owiać	owieję	owieje
owiązać	owiążę	owiąże
owiązywać	owiązuję	owiązuje
owić	owiję	owije
owidnić	owidnię	owidni
owidywać	owiduję	owiduje
owidzieć	owidzę	owidzi
owieńczać	owieńczam	owieńcza
owieńczyć	owieńczę	owieńczy
owiesić	owieszę	owiesi
owieszać	owieszam	owiesza
owiewać	owiewam	owiewa
owiędnąć	owiędnę	owiędnie
owijać	owijam	owija
owinąć	owinę	owinie
owionąć	owionę	owionie
owiośniać	owiośniam	owiośnia
owiośnić	owiośnię	owiośni
owisać	owisam	owisa
owisnąć	owisnę	owiśnie
owlec	owlekę	owlecze
owlekać	owlekam	owleka
owładać	owładam	owłada
owładnąć	owładnę	owładnie
owładywać	owładuję	owładuje
owłaszać	owłaszam	owłasza
owłosić	owłoszę	owłosi
owocować	owocuję	owocuje
owrzeszczać	owrzeszczam	owrzeszcza
owrzeszczeć	owrzeszczę	owrzeszczy
owrzodzić	owrzodzę	owrzodzi
owrzodzieć	owrzodzieję	owrzodzieje
owulować	owuluję	owuluje
ozdabiać	ozdabiam	ozdabia
ozdobić	ozdobię	ozdobi
ozdrawiać	ozdrawiam	ozdrawia
ozdrowić	ozdrowię	ozdrowi
ozdrowieć	ozdrowieję	ozdrowieje
oziać	ozieję	ozieje
ozieleniać	ozieleniam	ozielenia
ozielenić	ozielenię	ozieleni
ozielenieć	ozielenieję	ozielenieje
ozierać	ozieram	oziera
oziewać	oziewam	oziewa
oziębiać	oziębiam	oziębia
oziębić	oziębię	oziębi
oziębnąć	oziębnę	oziębnie
ozionąć	ozionę	ozionie
ozłacać	ozłacam	ozłaca
ozłocić	ozłocę	ozłoci
oznaczać	oznaczam	oznacza
oznaczyć	oznaczę	oznaczy
oznajamiać	oznajamiam	oznajamia
oznajmiać	oznajmiam	oznajmia
oznajmić	oznajmię	oznajmi
oznajmować	oznajmuję	oznajmuje
oznajomić	oznajomię	oznajomi
oznakować	oznakuję	oznakuje
oznakowywać	oznakowuję	oznakowuje
ozonować	ozonuję	ozonuje
ozorować	ozoruję	ozoruje
ozuchwalać	ozuchwalam	ozuchwala
ozuchwalić	ozuchwalę	ozuchwali
ozuć	ozuję	ozuje
ozuwać	ozuwam	ozuwa
ozwać	ozwę	ozwie
ozywać	ozywam	ozywa
oźrebić	oźrebię	oźrebi
oźwierciedlić	oźwierciedlę	oźwierciedli
ożaglać	ożaglam	ożagla
ożaglić	ożaglę	ożagli
ożaglować	ożagluję	ożagluje
ożałobić	ożałobię	ożałobi
ożebrować	ożebruję	ożebruje
ożebrowywać	ożebrowuję	ożebrowuje
ożeglować	ożegluję	ożegluje
ożenić	ożenię	ożeni
ożłopać	ożłopię	ożłopie
ożreć	ożrę	ożre
ożyć	ożyję	ożyje
ożywać	ożywam	ożywa
ożywiać	ożywiam	ożywia
ożywić	ożywię	ożywi
ósemkować	ósemkuję	ósemkuje
pacać	pacam	paca
pachnąć	pachnę	pachnie
pachnieć	pachnę	pachnie
pachołczyć	pachołczę	pachołczy
pachołować	pachołuję	pachołuje
pachtować	pachtuję	pachtuje
pacnąć	pacnę	pacnie
pacyfikować	pacyfikuję	pacyfikuje
pacykować	pacykuję	pacykuje
paczkować	paczkuję	paczkuje
paczyć	paczę	paczy
paćkać	paćkam	paćka
padać	padam	pada
padywać	padywam	padywa
pagajować	pagajuję	pagajuje
paginować	paginuję	paginuje
pajacować	pajacuję	pajacuje
pakietować	pakietuję	pakietuje
pakietyzować	pakietyzuję	pakietyzuje
pakować	pakuję	pakuje
paktować	paktuję	paktuje
pakulić	pakulę	pakuli
palatalizować	palatalizuję	palatalizuje
palcować	palcuję	palcuje
palestrować	palestruję	palestruje
paletyzować	paletyzuję	paletyzuje
palić	palę	pali
palikować	palikuję	palikuje
palisadować	palisaduję	palisaduje
palnąć	palnę	palnie
palować	paluję	paluje
palpitować	palpituję	palpituje
pałać	pałam	pała
pałaszować	pałaszuję	pałaszuje
pałętać	pałętam	pałęta
pałować	pałuję	pałuje
pamiętać	pamiętam	pamięta
panegiryzować	panegiryzuję	panegiryzuje
panieć	panieję	panieje
panierować	panieruję	panieruje
panikować	panikuję	panikuje
panoramować	panoramuję	panoramuje
panoszyć	panoszę	panoszy
panować	panuję	panuje
papać	papam	papa
papieżować	papieżuję	papieżuje
paplać	paplę	papla
paplotać	paplotam	paplota
paprać	paprzę	paprze
paproszyć	paproszę	paproszy
paprykować	paprykuję	paprykuje
papugować	papuguję	papuguje
